,localName,type,latitude,longitude,webUrl,phone,text_for_embedding
461,CityBar,RESTAURANT,38.882896,-77.01809,https://www.tripadvisor.com/Restaurant_Review-g28970-d10694906-Reviews-CityBar-Washington_DC_District_of_Columbia.html,+1 202-803-6110,CityBar RESTAURANT
462,Tsehay Ethiopian Restaurant & Bar,RESTAURANT,38.921276,-77.041916,https://www.tripadvisor.com/Restaurant_Review-g28970-d17785725-Reviews-Tsehay_Ethiopian_Restaurant_Bar-Washington_DC_District_of_Columbia.html,+1 202-808-8952,Tsehay Ethiopian Restaurant & Bar RESTAURANT
463,Roti,RESTAURANT,38.90656,-77.00565,https://www.tripadvisor.com/Restaurant_Review-g28970-d4358103-Reviews-Roti-Washington_DC_District_of_Columbia.html,+1 202-869-3803,Roti RESTAURANT
464,Han Palace Woodley Park,RESTAURANT,38.889603,-77.009476,https://www.tripadvisor.com/Restaurant_Review-g28970-d25112948-Reviews-Han_Palace_Woodley_Park-Washington_DC_District_of_Columbia.html,+1 202-969-0018,Han Palace Woodley Park RESTAURANT
465,Thai Pad,RESTAURANT,38.94761,-77.065125,https://www.tripadvisor.com/Restaurant_Review-g28970-d8440808-Reviews-Thai_Pad-Washington_DC_District_of_Columbia.html,+1 202-244-8424,Thai Pad RESTAURANT
466,Pho 54 Noodle Bar,RESTAURANT,38.92121,-77.0322,https://www.tripadvisor.com/Restaurant_Review-g28970-d19659773-Reviews-Pho_54_Noodle_Bar-Washington_DC_District_of_Columbia.html,+1 202-986-1914,Pho 54 Noodle Bar RESTAURANT
467,Queen's English,RESTAURANT,38.93213,-77.02859,https://www.tripadvisor.com/Restaurant_Review-g28970-d17689609-Reviews-Queen_s_English-Washington_DC_District_of_Columbia.html,+1 12345678,Queen's English RESTAURANT
468,Duke's Grocery - Foggy Bottom,RESTAURANT,38.90056,-77.04592,https://www.tripadvisor.com/Restaurant_Review-g28970-d17838110-Reviews-Duke_s_Grocery_Foggy_Bottom-Washington_DC_District_of_Columbia.html,+1 202-733-3967,Duke's Grocery - Foggy Bottom RESTAURANT
469,Brown Bag,RESTAURANT,38.903248,-77.03169,https://www.tripadvisor.com/Restaurant_Review-g28970-d2357584-Reviews-Brown_Bag-Washington_DC_District_of_Columbia.html,+1 202-408-0777,Brown Bag RESTAURANT
470,Sakana Japanese Restaurant,RESTAURANT,38.90964,-77.04607,https://www.tripadvisor.com/Restaurant_Review-g28970-d450809-Reviews-Sakana_Japanese_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-887-0900,Sakana Japanese Restaurant RESTAURANT
471,Union Pie,RESTAURANT,38.88021,-77.02653,https://www.tripadvisor.com/Restaurant_Review-g28970-d15606476-Reviews-Union_Pie-Washington_DC_District_of_Columbia.html,+1 12345678,Union Pie RESTAURANT
472,The Park at 14th,RESTAURANT,38.90192,-77.03224,https://www.tripadvisor.com/Restaurant_Review-g28970-d23678336-Reviews-The_Park_at_14th-Washington_DC_District_of_Columbia.html,+1 202-550-0300,The Park at 14th RESTAURANT
473,Gordon Ramsay Street Pizza,RESTAURANT,38.896427,-77.02175,https://www.tripadvisor.com/Restaurant_Review-g28970-d27998668-Reviews-Gordon_Ramsay_Street_Pizza-Washington_DC_District_of_Columbia.html,+1 202-642-3055,Gordon Ramsay Street Pizza RESTAURANT
474,Wok and Roll Asian Bistro,RESTAURANT,38.9208,-77.04223,https://www.tripadvisor.com/Restaurant_Review-g28970-d2088858-Reviews-Wok_and_Roll_Asian_Bistro-Washington_DC_District_of_Columbia.html,+1 202-588-5888,Wok and Roll Asian Bistro RESTAURANT
475,Cafes at the National Museum of American History,RESTAURANT,38.891514,-77.03031,https://www.tripadvisor.com/Restaurant_Review-g28970-d4839474-Reviews-Cafes_at_the_National_Museum_of_American_History-Washington_DC_District_of_Columbi.html,+1 202-633-3658,Cafes at the National Museum of American History RESTAURANT
476,Epicurean and Company,RESTAURANT,38.911217,-77.07382,https://www.tripadvisor.com/Restaurant_Review-g28970-d1493980-Reviews-Epicurean_and_Company-Washington_DC_District_of_Columbia.html,+1 202-625-2222,Epicurean and Company RESTAURANT
477,Maggiano's Little Italy,RESTAURANT,38.95967,-77.08463,https://www.tripadvisor.com/Restaurant_Review-g28970-d481037-Reviews-Maggiano_s_Little_Italy-Washington_DC_District_of_Columbia.html,+1 202-966-5500,Maggiano's Little Italy RESTAURANT
478,Le Chat Noir,RESTAURANT,38.953712,-77.08183,https://www.tripadvisor.com/Restaurant_Review-g28970-d646694-Reviews-Le_Chat_Noir-Washington_DC_District_of_Columbia.html,+1 202-244-2044,Le Chat Noir RESTAURANT
479,Brasserie Liberte,RESTAURANT,38.90618,-77.06491,https://www.tripadvisor.com/Restaurant_Review-g28970-d19796249-Reviews-Brasserie_Liberte-Washington_DC_District_of_Columbia.html,+1 202-878-8404,Brasserie Liberte RESTAURANT
480,El Sol Restaurant y Tequileria,RESTAURANT,38.90661,-77.026825,https://www.tripadvisor.com/Restaurant_Review-g28970-d8498563-Reviews-El_Sol_Restaurant_y_Tequileria-Washington_DC_District_of_Columbia.html,+1 202-545-0081,El Sol Restaurant y Tequileria RESTAURANT
481,New Dynasty Chinese Restaurant,RESTAURANT,38.909492,-77.04585,https://www.tripadvisor.com/Restaurant_Review-g28970-d3804573-Reviews-New_Dynasty_Chinese_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-872-8889,New Dynasty Chinese Restaurant RESTAURANT
482,The Grill From Ipanema D.C,RESTAURANT,38.920948,-77.043526,https://www.tripadvisor.com/Restaurant_Review-g28970-d485087-Reviews-The_Grill_From_Ipanema_D_C-Washington_DC_District_of_Columbia.html,+1 202-986-0757,The Grill From Ipanema D.C RESTAURANT
483,Primrose,RESTAURANT,38.927742,-76.99083,https://www.tripadvisor.com/Restaurant_Review-g28970-d13205465-Reviews-Primrose-Washington_DC_District_of_Columbia.html,+1 202-248-4558,Primrose RESTAURANT
484,Brookland Pint,RESTAURANT,38.93256,-76.99523,https://www.tripadvisor.com/Restaurant_Review-g28970-d7692295-Reviews-Brookland_Pint-Washington_DC_District_of_Columbia.html,+1 202-758-2757,Brookland Pint RESTAURANT
485,Hitching Post Restaurant,RESTAURANT,38.94202,-77.013794,https://www.tripadvisor.com/Restaurant_Review-g28970-d526684-Reviews-Hitching_Post_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-726-1511,Hitching Post Restaurant RESTAURANT
486,El Tamarindo,RESTAURANT,38.917152,-77.04123,https://www.tripadvisor.com/Restaurant_Review-g28970-d497582-Reviews-El_Tamarindo-Washington_DC_District_of_Columbia.html,+1 202-328-3660,El Tamarindo RESTAURANT
487,Rosemarino D'Italia,RESTAURANT,38.913116,-77.04571,https://www.tripadvisor.com/Restaurant_Review-g28970-d18088399-Reviews-Rosemarino_D_Italia-Washington_DC_District_of_Columbia.html,+1 202-733-1466,Rosemarino D'Italia RESTAURANT
488,Truno,RESTAURANT,38.906654,-77.03691,https://www.tripadvisor.com/Restaurant_Review-g28970-d20117834-Reviews-Truno-Washington_DC_District_of_Columbia.html,+1 202-448-8005,Truno RESTAURANT
489,The Fountain Inn,RESTAURANT,38.931534,-77.07271,https://www.tripadvisor.com/Restaurant_Review-g28970-d24142184-Reviews-The_Fountain_Inn-Washington_DC_District_of_Columbia.html,+1 202-290-1112,The Fountain Inn RESTAURANT
490,Bombay Street Food,RESTAURANT,38.930588,-77.03338,https://www.tripadvisor.com/Restaurant_Review-g28970-d15805416-Reviews-Bombay_Street_Food-Washington_DC_District_of_Columbia.html,+1 202-758-2415,Bombay Street Food RESTAURANT
491,Blues Alley,RESTAURANT,38.904728,-77.06235,https://www.tripadvisor.com/Restaurant_Review-g28970-d450470-Reviews-Blues_Alley-Washington_DC_District_of_Columbia.html,+1 202-337-4141,Blues Alley RESTAURANT
492,Muncheez Mania,RESTAURANT,38.90464,-77.0629,https://www.tripadvisor.com/Restaurant_Review-g28970-d3802780-Reviews-Muncheez_Mania-Washington_DC_District_of_Columbia.html,+1 202-567-3000,Muncheez Mania RESTAURANT
493,O-Ku,RESTAURANT,38.908287,-76.99884,https://www.tripadvisor.com/Restaurant_Review-g28970-d14190637-Reviews-O_Ku-Washington_DC_District_of_Columbia.html,+1 202-888-8790,O-Ku RESTAURANT
494,Stoney's Bar and Grill,RESTAURANT,38.909824,-77.03329,https://www.tripadvisor.com/Restaurant_Review-g28970-d811604-Reviews-Stoney_s_Bar_and_Grill-Washington_DC_District_of_Columbia.html,+1 202-234-1818,Stoney's Bar and Grill RESTAURANT
495,Tap99,RESTAURANT,38.87474,-77.007,https://www.tripadvisor.com/Restaurant_Review-g28970-d23529272-Reviews-Tap99-Washington_DC_District_of_Columbia.html,+1 202-481-4190,Tap99 RESTAURANT
496,Silver,RESTAURANT,38.934875,-77.07277,https://www.tripadvisor.com/Restaurant_Review-g28970-d12897973-Reviews-Silver-Washington_DC_District_of_Columbia.html,+1 202-851-3199,Silver RESTAURANT
497,sweetgreen,RESTAURANT,38.90506,-77.049355,https://www.tripadvisor.com/Restaurant_Review-g28970-d7607634-Reviews-Sweetgreen-Washington_DC_District_of_Columbia.html,+1 202-629-2100,sweetgreen RESTAURANT
498,Pastis,RESTAURANT,38.909554,-76.99846,https://www.tripadvisor.com/Restaurant_Review-g28970-d27424457-Reviews-Pastis-Washington_DC_District_of_Columbia.html,+1 202-471-1200,Pastis RESTAURANT
499,McClellan's Sports Bar,RESTAURANT,38.91638,-77.04515,https://www.tripadvisor.com/Restaurant_Review-g28970-d8089713-Reviews-McClellan_s_Sports_Bar-Washington_DC_District_of_Columbia.html,+1 202-483-3000,McClellan's Sports Bar RESTAURANT
500,The G.o.a.t. Room,RESTAURANT,38.90331,-77.026695,https://www.tripadvisor.com/Restaurant_Review-g28970-d27498916-Reviews-The_G_o_a_t_Room-Washington_DC_District_of_Columbia.html,+1 202-621-8708,The G.o.a.t. Room RESTAURANT
501,Timgad Cafe,RESTAURANT,38.893593,-77.029305,https://www.tripadvisor.com/Restaurant_Review-g28970-d10432511-Reviews-Timgad_Cafe-Washington_DC_District_of_Columbia.html,+1 202-304-2244,Timgad Cafe RESTAURANT
502,Curry & Pie,RESTAURANT,38.90534,-77.06798,https://www.tripadvisor.com/Restaurant_Review-g28970-d9880015-Reviews-Curry_Pie-Washington_DC_District_of_Columbia.html,+1 202-333-4369,Curry & Pie RESTAURANT
503,Matisse Cafe Restaurant,RESTAURANT,38.95433,-77.082756,https://www.tripadvisor.com/Restaurant_Review-g28970-d481074-Reviews-Matisse_Cafe_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-244-5222,Matisse Cafe Restaurant RESTAURANT
504,Little Beast Bistro,RESTAURANT,38.9651,-77.0761,https://www.tripadvisor.com/Restaurant_Review-g28970-d15277470-Reviews-Little_Beast_Bistro-Washington_DC_District_of_Columbia.html,+1 202-741-4599,Little Beast Bistro RESTAURANT
505,Panda Gourmet,RESTAURANT,38.91794,-76.97087,https://www.tripadvisor.com/Restaurant_Review-g28970-d4587340-Reviews-Panda_Gourmet-Washington_DC_District_of_Columbia.html,+1 202-636-3588,Panda Gourmet RESTAURANT
506,Cantina Bambina,RESTAURANT,38.879974,-77.02633,https://www.tripadvisor.com/Restaurant_Review-g28970-d14363123-Reviews-Cantina_Bambina-Washington_DC_District_of_Columbia.html,+1 202-554-8396,Cantina Bambina RESTAURANT
507,Kogod's New York Deli,RESTAURANT,38.89607,-77.010994,https://www.tripadvisor.com/Restaurant_Review-g28970-d7612939-Reviews-Kogod_s_New_York_Deli-Washington_DC_District_of_Columbia.html,+1 202-737-1600,Kogod's New York Deli RESTAURANT
508,Top of The Yard,RESTAURANT,38.874855,-77.00638,https://www.tripadvisor.com/Restaurant_Review-g28970-d10365364-Reviews-Top_of_The_Yard-Washington_DC_District_of_Columbia.html,+1 202-800-1000,Top of The Yard RESTAURANT
509,DC Vegan,RESTAURANT,38.9099,-77.03797,https://www.tripadvisor.com/Restaurant_Review-g28970-d23385836-Reviews-DC_Vegan-Washington_DC_District_of_Columbia.html,+1 202-297-0886,DC Vegan RESTAURANT
510,Shaw's Tavern,RESTAURANT,38.91516,-77.0196,https://www.tripadvisor.com/Restaurant_Review-g28970-d3697069-Reviews-Shaw_s_Tavern-Washington_DC_District_of_Columbia.html,+1 202-518-4092,Shaw's Tavern RESTAURANT
511,Devon & Blakely,RESTAURANT,38.901627,-77.04992,https://www.tripadvisor.com/Restaurant_Review-g28970-d6518818-Reviews-Devon_Blakely-Washington_DC_District_of_Columbia.html,+1 202-659-9070,Devon & Blakely RESTAURANT
512,Banana Leaves Asian Restaurant & Sushi Bar,RESTAURANT,38.91457,-77.04563,https://www.tripadvisor.com/Restaurant_Review-g28970-d804681-Reviews-Banana_Leaves_Asian_Restaurant_Sushi_Bar-Washington_DC_District_of_Columbia.html,+1 202-986-1333,Banana Leaves Asian Restaurant & Sushi Bar RESTAURANT
513,Cosmo Cafe,RESTAURANT,38.886078,-77.02077,https://www.tripadvisor.com/Restaurant_Review-g28970-d5087750-Reviews-Cosmo_Cafe-Washington_DC_District_of_Columbia.html,+1 202-554-4040,Cosmo Cafe RESTAURANT
514,Maketto,RESTAURANT,38.899876,-76.98671,https://www.tripadvisor.com/Restaurant_Review-g28970-d8625786-Reviews-Maketto-Washington_DC_District_of_Columbia.html,+1 202-838-9972,Maketto RESTAURANT
515,Carving Room NoMa,RESTAURANT,38.906075,-77.00508,https://www.tripadvisor.com/Restaurant_Review-g28970-d17701699-Reviews-Carving_Room_NoMa-Washington_DC_District_of_Columbia.html,+1 202-962-3947,Carving Room NoMa RESTAURANT
516,bartaco,RESTAURANT,38.902905,-77.01866,https://www.tripadvisor.com/Restaurant_Review-g28970-d23696169-Reviews-Bartaco-Washington_DC_District_of_Columbia.html,+1 202-888-8226,bartaco RESTAURANT
517,Opal,RESTAURANT,38.964252,-77.075584,https://www.tripadvisor.com/Restaurant_Review-g28970-d25155289-Reviews-Opal-Washington_DC_District_of_Columbia.html,+1 202-570-0289,Opal RESTAURANT
518,Gogi Yogi,RESTAURANT,38.91648,-77.022766,https://www.tripadvisor.com/Restaurant_Review-g28970-d21203980-Reviews-Gogi_Yogi-Washington_DC_District_of_Columbia.html,+1 202-525-4167,Gogi Yogi RESTAURANT
519,Whole Foods Market,RESTAURANT,38.909504,-77.033195,https://www.tripadvisor.com/Restaurant_Review-g28970-d11719073-Reviews-Whole_Foods_Market-Washington_DC_District_of_Columbia.html,+1 202-332-4300,Whole Foods Market RESTAURANT
520,Elizabeth's Gone Raw,RESTAURANT,38.903965,-77.03125,https://www.tripadvisor.com/Restaurant_Review-g28970-d3476586-Reviews-Elizabeth_s_Gone_Raw-Washington_DC_District_of_Columbia.html,+1 202-347-8349,Elizabeth's Gone Raw RESTAURANT
521,Roti,RESTAURANT,38.897556,-77.03023,https://www.tripadvisor.com/Restaurant_Review-g28970-d5510111-Reviews-Roti-Washington_DC_District_of_Columbia.html,+1 202-871-7329,Roti RESTAURANT
522,Fruitive,RESTAURANT,38.900253,-77.026825,https://www.tripadvisor.com/Restaurant_Review-g28970-d9794425-Reviews-Fruitive-Washington_DC_District_of_Columbia.html,+1 202-836-7749,Fruitive RESTAURANT
523,Edgar Bar & Kitchen,RESTAURANT,38.904537,-77.039955,https://www.tripadvisor.com/Restaurant_Review-g28970-d3749001-Reviews-Edgar_Bar_Kitchen-Washington_DC_District_of_Columbia.html,+1 202-347-2233,Edgar Bar & Kitchen RESTAURANT
524,Pesce Seafood House,RESTAURANT,38.91438,-77.04656,https://www.tripadvisor.com/Restaurant_Review-g28970-d27489092-Reviews-Pesce_Seafood_House-Washington_DC_District_of_Columbia.html,+1 202-747-6476,Pesce Seafood House RESTAURANT
525,Izakaya Seki,RESTAURANT,38.91825,-77.02775,https://www.tripadvisor.com/Restaurant_Review-g28970-d3656123-Reviews-Izakaya_Seki-Washington_DC_District_of_Columbia.html,+1 202-588-5841,Izakaya Seki RESTAURANT
526,Potbelly Sandwich Shop,RESTAURANT,38.94562,-77.06468,https://www.tripadvisor.com/Restaurant_Review-g28970-d966973-Reviews-Potbelly_Sandwich_Shop-Washington_DC_District_of_Columbia.html,+1 202-237-2892,Potbelly Sandwich Shop RESTAURANT
527,Fabulous Market,RESTAURANT,38.903015,-77.0521,https://www.tripadvisor.com/Restaurant_Review-g28970-d6601969-Reviews-Fabulous_Market-Washington_DC_District_of_Columbia.html,+1 202-293-0049,Fabulous Market RESTAURANT
528,Union Kitchen,RESTAURANT,38.897194,-77.00221,https://www.tripadvisor.com/Restaurant_Review-g28970-d8397758-Reviews-Union_Kitchen-Washington_DC_District_of_Columbia.html,+1 301-202-4550,Union Kitchen RESTAURANT
529,Gravitas,RESTAURANT,38.914715,-76.98442,https://www.tripadvisor.com/Restaurant_Review-g28970-d15120606-Reviews-Gravitas-Washington_DC_District_of_Columbia.html,+1 202-763-7942,Gravitas RESTAURANT
530,Tartufo Restaurant,RESTAURANT,38.95384,-77.08255,https://www.tripadvisor.com/Restaurant_Review-g28970-d8711473-Reviews-Tartufo_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-243-1078,Tartufo Restaurant RESTAURANT
531,Le Pain Quotidien,RESTAURANT,38.90092,-77.03972,https://www.tripadvisor.com/Restaurant_Review-g28970-d3667908-Reviews-Le_Pain_Quotidien-Washington_DC_District_of_Columbia.html,+1 202-688-0341,Le Pain Quotidien RESTAURANT
532,UNO Pizzeria & Grill - Union Station Washington,RESTAURANT,38.897205,-77.0067,https://www.tripadvisor.com/Restaurant_Review-g28970-d450587-Reviews-UNO_Pizzeria_Grill_Union_Station_Washington-Washington_DC_District_of_Columbia.html,+1 202-842-0438,UNO Pizzeria & Grill - Union Station Washington RESTAURANT
533,Bottom Line Saloon,RESTAURANT,38.901203,-77.040344,https://www.tripadvisor.com/Restaurant_Review-g28970-d524860-Reviews-Bottom_Line_Saloon-Washington_DC_District_of_Columbia.html,+1 202-298-8488,Bottom Line Saloon RESTAURANT
534,Seasons Restaurant,RESTAURANT,38.90482,-77.0573,https://www.tripadvisor.com/Restaurant_Review-g28970-d497544-Reviews-Seasons_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-342-0444,Seasons Restaurant RESTAURANT
535,Laos in Town,RESTAURANT,38.90274,-77.00227,https://www.tripadvisor.com/Restaurant_Review-g28970-d17625617-Reviews-Laos_in_Town-Washington_DC_District_of_Columbia.html,+1 202-864-6687,Laos in Town RESTAURANT
536,Bier Baron Tavern and DC Comedy Loft,RESTAURANT,38.910324,-77.04887,https://www.tripadvisor.com/Restaurant_Review-g28970-d6514553-Reviews-Bier_Baron_Tavern_and_DC_Comedy_Loft-Washington_DC_District_of_Columbia.html,+1 202-293-1887,Bier Baron Tavern and DC Comedy Loft RESTAURANT
537,Sushi Capitol,RESTAURANT,38.88647,-77.001205,https://www.tripadvisor.com/Restaurant_Review-g28970-d5444519-Reviews-Sushi_Capitol-Washington_DC_District_of_Columbia.html,+1 202-627-0325,Sushi Capitol RESTAURANT
538,Bantam King,RESTAURANT,38.898415,-77.01909,https://www.tripadvisor.com/Restaurant_Review-g28970-d10469947-Reviews-Bantam_King-Washington_DC_District_of_Columbia.html,+1 202-733-2612,Bantam King RESTAURANT
539,Nara-ya,RESTAURANT,38.879887,-77.02585,https://www.tripadvisor.com/Restaurant_Review-g28970-d23481893-Reviews-Nara_ya-Washington_DC_District_of_Columbia.html,+1 202-301-8145,Nara-ya RESTAURANT
540,Blue Bottle Coffee,RESTAURANT,38.904373,-77.06538,https://www.tripadvisor.com/Restaurant_Review-g28970-d12822730-Reviews-Blue_Bottle_Coffee-Washington_DC_District_of_Columbia.html,+1 510-653-3394,Blue Bottle Coffee RESTAURANT
541,Dacha Beer Garden (navy Yard),RESTAURANT,38.871838,-77.00621,https://www.tripadvisor.com/Restaurant_Review-g28970-d17432682-Reviews-Dacha_Beer_Garden_navy_Yard-Washington_DC_District_of_Columbia.html,+1 202-919-3801,Dacha Beer Garden (navy Yard) RESTAURANT
542,Le Pain Quotidien,RESTAURANT,38.89758,-77.02581,https://www.tripadvisor.com/Restaurant_Review-g28970-d2481031-Reviews-Le_Pain_Quotidien-Washington_DC_District_of_Columbia.html,+1 202-499-4123,Le Pain Quotidien RESTAURANT
543,Haad Thai Restaurant,RESTAURANT,38.900482,-77.02725,https://www.tripadvisor.com/Restaurant_Review-g28970-d450660-Reviews-Haad_Thai_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-682-1111,Haad Thai Restaurant RESTAURANT
544,"Love, Makoto",RESTAURANT,38.899223,-77.014984,https://www.tripadvisor.com/Restaurant_Review-g28970-d25804391-Reviews-Love_Makoto-Washington_DC_District_of_Columbia.html,+1 202-992-7730,"Love, Makoto RESTAURANT"
545,El Centro,RESTAURANT,38.905674,-77.062996,https://www.tripadvisor.com/Restaurant_Review-g28970-d4715060-Reviews-El_Centro-Washington_DC_District_of_Columbia.html,+1 202-333-4100,El Centro RESTAURANT
546,Jont,RESTAURANT,38.915802,-77.03222,https://www.tripadvisor.com/Restaurant_Review-g28970-d23869512-Reviews-Jont-Washington_DC_District_of_Columbia.html,+1 202-387-7654,Jont RESTAURANT
547,Dolan Uyghur Restaurant,RESTAURANT,38.93617,-77.05916,https://www.tripadvisor.com/Restaurant_Review-g28970-d11909426-Reviews-Dolan_Uyghur_Restaurant-Washington_DC_District_of_Columbia.html,+1 202-968-2010,Dolan Uyghur Restaurant RESTAURANT
548,National Geographic Museum,ATTRACTION,38.905117,-77.03812,https://www.tripadvisor.com/Attraction_Review-g28970-d1657285-Reviews-National_Geographic_Museum-Washington_DC_District_of_Columbia.html,+1 202-857-7700,National Geographic Museum ATTRACTION
549,"""The Exorcist"" Steps",ATTRACTION,38.90548,-77.07018,https://www.tripadvisor.com/Attraction_Review-g28970-d8830705-Reviews-The_Exorcist_Steps-Washington_DC_District_of_Columbia.html,+1 12345678,"""The Exorcist"" Steps ATTRACTION"
550,The President Woodrow Wilson House,ATTRACTION,38.91391,-77.05168,https://www.tripadvisor.com/Attraction_Review-g28970-d183741-Reviews-The_President_Woodrow_Wilson_House-Washington_DC_District_of_Columbia.html,+1 202-387-4062,The President Woodrow Wilson House ATTRACTION
551,Opaline Bar and Brasserie,RESTAURANT,38.90051,-77.03399,https://www.tripadvisor.com/Restaurant_Review-g28970-d13370460-Reviews-Opaline_Bar_and_Brasserie-Washington_DC_District_of_Columbia.html,+1 202-730-8701,Opaline Bar and Brasserie RESTAURANT
552,Dupont Circle,ATTRACTION,38.910137,-77.04368,https://www.tripadvisor.com/Attraction_Review-g28970-d143710-Reviews-Dupont_Circle-Washington_DC_District_of_Columbia.html,+1 12345678,Dupont Circle ATTRACTION
553,National Law Enforcement Museum,ATTRACTION,38.896008,-77.01736,https://www.tripadvisor.com/Attraction_Review-g28970-d15194788-Reviews-National_Law_Enforcement_Museum-Washington_DC_District_of_Columbia.html,+1 202-737-3400,National Law Enforcement Museum ATTRACTION
554,The Kreeger Museum,ATTRACTION,38.921734,-77.088875,https://www.tripadvisor.com/Attraction_Review-g28970-d183740-Reviews-The_Kreeger_Museum-Washington_DC_District_of_Columbia.html,+1 202-338-3552,The Kreeger Museum ATTRACTION
555,Georgetown University,ATTRACTION,38.907608,-77.07226,https://www.tripadvisor.com/Attraction_Review-g28970-d195639-Reviews-Georgetown_University-Washington_DC_District_of_Columbia.html,+1 202-687-0100,Georgetown University ATTRACTION
556,Potomac River,ATTRACTION,38.653797,-77.23019,https://www.tripadvisor.com/Attraction_Review-g28970-d143717-Reviews-Potomac_River-Washington_DC_District_of_Columbia.html,+1 12345678,Potomac River ATTRACTION
557,Anderson House,ATTRACTION,38.910713,-77.047714,https://www.tripadvisor.com/Attraction_Review-g28970-d564514-Reviews-Anderson_House-Washington_DC_District_of_Columbia.html,+1 202-785-2040,Anderson House ATTRACTION
558,Artechouse DC,ATTRACTION,38.88413,-77.02893,https://www.tripadvisor.com/Attraction_Review-g28970-d12398239-Reviews-Artechouse_DC-Washington_DC_District_of_Columbia.html,+1 12345678,Artechouse DC ATTRACTION
559,CityCenterDC,ATTRACTION,38.900726,-77.02578,https://www.tripadvisor.com/Attraction_Review-g28970-d10605059-Reviews-CityCenterDC-Washington_DC_District_of_Columbia.html,+1 202-289-9000,CityCenterDC ATTRACTION
560,Old Post Office Pavilion,ATTRACTION,38.89406,-77.02758,https://www.tripadvisor.com/Attraction_Review-g28970-d109239-Reviews-Old_Post_Office_Pavilion-Washington_DC_District_of_Columbia.html,+1 202-289-4224,Old Post Office Pavilion ATTRACTION
561,Eastern Market,ATTRACTION,38.886425,-76.99641,https://www.tripadvisor.com/Attraction_Review-g28970-d218280-Reviews-Eastern_Market-Washington_DC_District_of_Columbia.html,+1 202-698-5253,Eastern Market ATTRACTION
562,Frederick Douglass National Historic Site,ATTRACTION,38.863293,-76.985214,https://www.tripadvisor.com/Attraction_Review-g28970-d258448-Reviews-Frederick_Douglass_National_Historic_Site-Washington_DC_District_of_Columbia.html,+1 202-426-5961,Frederick Douglass National Historic Site ATTRACTION
563,Municipal Fish Market at The Wharf,ATTRACTION,38.881126,-77.027985,https://www.tripadvisor.com/Attraction_Review-g28970-d3271460-Reviews-Municipal_Fish_Market_at_The_Wharf-Washington_DC_District_of_Columbia.html,+1 202-688-3590,Municipal Fish Market at The Wharf ATTRACTION
564,National Building Museum,ATTRACTION,38.89767,-77.01762,https://www.tripadvisor.com/Attraction_Review-g28970-d103149-Reviews-National_Building_Museum-Washington_DC_District_of_Columbia.html,+1 202-272-2448,National Building Museum ATTRACTION
565,Embassy Row,ATTRACTION,38.92182,-77.0658,https://www.tripadvisor.com/Attraction_Review-g28970-d143750-Reviews-Embassy_Row-Washington_DC_District_of_Columbia.html,+1 202-467-9300,Embassy Row ATTRACTION
566,Vietnam Women's Memorial,ATTRACTION,38.89003,-77.04885,https://www.tripadvisor.com/Attraction_Review-g28970-d107969-Reviews-Vietnam_Women_s_Memorial-Washington_DC_District_of_Columbia.html,+1 12345678,Vietnam Women's Memorial ATTRACTION
567,Tudor Place,ATTRACTION,38.911488,-77.06295,https://www.tripadvisor.com/Attraction_Review-g28970-d218828-Reviews-Tudor_Place-Washington_DC_District_of_Columbia.html,+1 202-965-0400,Tudor Place ATTRACTION
568,Arena Stage,ATTRACTION,38.87736,-77.02051,https://www.tripadvisor.com/Attraction_Review-g28970-d605497-Reviews-Arena_Stage-Washington_DC_District_of_Columbia.html,+1 202-554-9066,Arena Stage ATTRACTION
569,National Law Enforcement Officers Memorial,ATTRACTION,38.896717,-77.01752,https://www.tripadvisor.com/Attraction_Review-g28970-d564552-Reviews-National_Law_Enforcement_Officers_Memorial-Washington_DC_District_of_Columbia.html,+1 202-870-2581,National Law Enforcement Officers Memorial ATTRACTION
570,Rock Creek Park,ATTRACTION,38.967484,-77.04519,https://www.tripadvisor.com/Attraction_Review-g28970-d129816-Reviews-Rock_Creek_Park-Washington_DC_District_of_Columbia.html,+1 202-895-6000,Rock Creek Park ATTRACTION
571,Potomac Water Taxi,ATTRACTION,38.879393,-77.024698,https://www.tripadvisor.com/Attraction_Review-g28970-d13089090-Reviews-Potomac_Water_Taxi-Washington_DC_District_of_Columbia.html,+1 877-511-2628,Potomac Water Taxi ATTRACTION
572,Pret A Manger,RESTAURANT,38.897476,-77.02712,https://www.tripadvisor.com/Restaurant_Review-g28970-d3355518-Reviews-Pret_A_Manger-Washington_DC_District_of_Columbia.html,+1 202-464-2791,Pret A Manger RESTAURANT
573,Rania DC,RESTAURANT,38.89564,-77.02684,https://www.tripadvisor.com/Restaurant_Review-g28970-d26713736-Reviews-Rania_DC-Washington_DC_District_of_Columbia.html,+1 202-804-6434,Rania DC RESTAURANT
